Signatur;Signatur_Archivplan;AutorIn;Titel_Name;Entstehungszeitraum;Sprache;Allgemeine_Bemerkungen;Archivalienart;Kollation;Anzahl_Digitalisate;Dateiname_Digitalisat;URL_Datensatz;URL_Bild;Schrift;Ort;Bemerkung_Entstehungszeitraum;Beilagen;AbsenderIn;AdressatIn;Anzahl_Briefe;Farbe;Orientierung_Form
SLA-RMR-Ms_B_1/064;Ms_B_1/064;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200326;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_64_S_01;MS_B_1_64_S_02;MS_B_1_64_S_03;MS_B_1_64_S_04;MS_B_1_64_X_01_r;MS_B_1_64_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027902;"https://www.helveticarchives.ch/bild.aspx?VEID=1027902&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027902&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027902&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027902&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027902&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027902&DEID=10&SQNZNR=6";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/065;Ms_B_1/065;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200329;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_65_S_01;MS_B_1_65_S_02;MS_B_1_65_S_03;MS_B_1_65_S_04;MS_B_1_65_S_05;MS_B_1_65_X_01_r;MS_B_1_65_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027903;"https://www.helveticarchives.ch/bild.aspx?VEID=1027903&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027903&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027903&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027903&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027903&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027903&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027903&DEID=10&SQNZNR=7";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/066;Ms_B_1/066;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200401;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_66_S_01;MS_B_1_66_S_02;MS_B_1_66_S_03;MS_B_1_66_S_04;MS_B_1_66_S_05;MS_B_1_66_X_01_r;MS_B_1_66_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027904;"https://www.helveticarchives.ch/bild.aspx?VEID=1027904&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027904&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027904&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027904&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027904&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027904&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027904&DEID=10&SQNZNR=7";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/067;Ms_B_1/067;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200403;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_67_S_01;MS_B_1_67_S_02;MS_B_1_67_S_03;MS_B_1_67_S_04;MS_B_1_67_X_01_r;MS_B_1_67_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027905;"https://www.helveticarchives.ch/bild.aspx?VEID=1027905&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027905&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027905&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027905&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027905&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027905&DEID=10&SQNZNR=6";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/068;Ms_B_1/068;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200408;Deutsch;;Korrespondenz;1 Br. hs.;8;"MS_B_1_68_S_01;MS_B_1_68_S_02;MS_B_1_68_S_03;MS_B_1_68_S_04;MS_B_1_68_S_05;MS_B_1_68_S_06;MS_B_1_68_X_01_r;MS_B_1_68_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027906;"https://www.helveticarchives.ch/bild.aspx?VEID=1027906&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027906&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027906&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027906&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027906&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027906&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027906&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027906&DEID=10&SQNZNR=8";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/069;Ms_B_1/069;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200412;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_69_S_01;MS_B_1_69_S_02;MS_B_1_69_S_03;MS_B_1_69_S_04;MS_B_1_69_S_05;MS_B_1_69_X_01_r;MS_B_1_69_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027907;"https://www.helveticarchives.ch/bild.aspx?VEID=1027907&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027907&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027907&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027907&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027907&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027907&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027907&DEID=10&SQNZNR=7";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/070;Ms_B_1/070;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200416;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_70_S_01;MS_B_1_70_S_02;MS_B_1_70_S_03;MS_B_1_70_S_04;MS_B_1_70_S_05;MS_B_1_70_X_01_r;MS_B_1_70_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027908;"https://www.helveticarchives.ch/bild.aspx?VEID=1027908&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027908&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027908&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027908&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027908&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027908&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027908&DEID=10&SQNZNR=7";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/071;Ms_B_1/071;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200320;Deutsch;;Korrespondenz;1 Br. hs.;5;"MS_B_1_71_S_01;MS_B_1_71_S_02;MS_B_1_71_S_03;MS_B_1_71_X_01_r;MS_B_1_71_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027909;"https://www.helveticarchives.ch/bild.aspx?VEID=1027909&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027909&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027909&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027909&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027909&DEID=10&SQNZNR=5";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/072;Ms_B_1/072;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200422;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_72_S_01;MS_B_1_72_S_02;MS_B_1_72_X_01_r;MS_B_1_72_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027910;"https://www.helveticarchives.ch/bild.aspx?VEID=1027910&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027910&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027910&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027910&DEID=10&SQNZNR=4";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/073;Ms_B_1/073;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200424;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_73_S_01;MS_B_1_73_S_02;MS_B_1_73_S_03;MS_B_1_73_S_04;MS_B_1_73_X_01_r;MS_B_1_73_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027911;"https://www.helveticarchives.ch/bild.aspx?VEID=1027911&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027911&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027911&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027911&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027911&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027911&DEID=10&SQNZNR=6";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/074;Ms_B_1/074;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200425;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_74_S_01;MS_B_1_74_S_02;MS_B_1_74_S_03;MS_B_1_74_S_04;MS_B_1_74_S_05;MS_B_1_74_X_01_r;MS_B_1_74_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027912;"https://www.helveticarchives.ch/bild.aspx?VEID=1027912&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027912&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027912&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027912&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027912&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027912&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027912&DEID=10&SQNZNR=7";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/075;Ms_B_1/075;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200505;Deutsch;;Korrespondenz;1 Br. hs.;10;"MS_B_1_75_S_01;MS_B_1_75_S_02;MS_B_1_75_S_03;MS_B_1_75_S_04;MS_B_1_75_S_05;MS_B_1_75_S_06;MS_B_1_75_S_07;MS_B_1_75_S_08;MS_B_1_75_X_01_r;MS_B_1_75_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027913;"https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=1027913&DEID=10&SQNZNR=10";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/076;Ms_B_1/076;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200507;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_76_S_01;MS_B_1_76_S_02;MS_B_1_76_X_01_r;MS_B_1_76_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027914;"https://www.helveticarchives.ch/bild.aspx?VEID=1027914&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027914&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027914&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027914&DEID=10&SQNZNR=4";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/077;Ms_B_1/077;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200507;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_77_S_01;MS_B_1_77_S_02;MS_B_1_77_S_03;MS_B_1_77_S_04;MS_B_1_77_X_01_r;MS_B_1_77_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027915;"https://www.helveticarchives.ch/bild.aspx?VEID=1027915&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027915&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027915&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027915&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027915&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027915&DEID=10&SQNZNR=6";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/078;Ms_B_1/078;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200510;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_1_78_S_01;MS_B_1_78_S_02;MS_B_1_78_X_01_r;MS_B_1_78_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027916;"https://www.helveticarchives.ch/bild.aspx?VEID=1027916&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027916&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027916&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027916&DEID=10&SQNZNR=4";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/079;Ms_B_1/079;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200512;Französisch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_79_S_01;MS_B_1_79_S_02;MS_B_1_79_S_03;MS_B_1_79_S_04;MS_B_1_79_X_01_r;MS_B_1_79_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027917;"https://www.helveticarchives.ch/bild.aspx?VEID=1027917&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027917&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027917&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027917&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027917&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027917&DEID=10&SQNZNR=6";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/080;Ms_B_1/080;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200513;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_80_S_01;MS_B_1_80_S_02;MS_B_1_80_S_03;MS_B_1_80_S_04;MS_B_1_80_S_05;MS_B_1_80_X_01_r;MS_B_1_80_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027918;"https://www.helveticarchives.ch/bild.aspx?VEID=1027918&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027918&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027918&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027918&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027918&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027918&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027918&DEID=10&SQNZNR=7";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/081;Ms_B_1/081;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200516;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_81_S_01;MS_B_1_81_S_02;MS_B_1_81_S_03;MS_B_1_81_S_04;MS_B_1_81_S_05;MS_B_1_81_X_01_r;MS_B_1_81_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027919;"https://www.helveticarchives.ch/bild.aspx?VEID=1027919&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027919&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027919&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027919&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027919&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027919&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027919&DEID=10&SQNZNR=7";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/082;Ms_B_1/082;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200523;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_82_S_01;MS_B_1_82_S_02;MS_B_1_82_S_03;MS_B_1_82_S_04;MS_B_1_82_S_05;MS_B_1_82_X_01_r;MS_B_1_82_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027920;"https://www.helveticarchives.ch/bild.aspx?VEID=1027920&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027920&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027920&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027920&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027920&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027920&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027920&DEID=10&SQNZNR=7";hs.;Baden;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/083;Ms_B_1/083;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200524;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_1_83_S_01;MS_B_1_83_S_02;MS_B_1_83_S_03;MS_B_1_83_S_04;MS_B_1_83_X_01_r;MS_B_1_83_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027921;"https://www.helveticarchives.ch/bild.aspx?VEID=1027921&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027921&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027921&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027921&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027921&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027921&DEID=10&SQNZNR=6";hs.;s.l.;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/084;Ms_B_1/084;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200525;Deutsch;;Korrespondenz;1 Br. hs.;10;"MS_B_1_84_S_01;MS_B_1_84_S_02;MS_B_1_84_S_03;MS_B_1_84_S_04;MS_B_1_84_S_05;MS_B_1_84_S_06;MS_B_1_84_S_07;MS_B_1_84_S_08;MS_B_1_84_X_01_r;MS_B_1_84_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027974;"https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=1027974&DEID=10&SQNZNR=10";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/085;Ms_B_1/085;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200527;Deutsch;;Korrespondenz;1 Br. hs.;9;"MS_B_1_85_S_01;MS_B_1_85_S_02;MS_B_1_85_S_03;MS_B_1_85_S_04;MS_B_1_85_S_05;MS_B_1_85_S_06;MS_B_1_85_S_07;MS_B_1_85_X_01_r;MS_B_1_85_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027975;"https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1027975&DEID=10&SQNZNR=9";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/086;Ms_B_1/086;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200605;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_1_86_S_01;MS_B_1_86_S_02;MS_B_1_86_S_03;MS_B_1_86_S_04;MS_B_1_86_S_05;MS_B_1_86_X_01_r;MS_B_1_86_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027976;"https://www.helveticarchives.ch/bild.aspx?VEID=1027976&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027976&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027976&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027976&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027976&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1027976&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1027976&DEID=10&SQNZNR=7";hs.;Basel;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
SLA-RMR-Ms_B_1/087;Ms_B_1/087;;"Rilke, Rainer Maria an Wunderly-Volkart, Nanny; Korrespondenz";exakt: 19200609;Deutsch;;Korrespondenz;1 Br. hs.;5;"MS_B_1_87_S_01;MS_B_1_87_S_02;MS_B_1_87_S_03;MS_B_1_87_X_01_r;MS_B_1_87_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1027977;"https://www.helveticarchives.ch/bild.aspx?VEID=1027977&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1027977&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1027977&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1027977&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1027977&DEID=10&SQNZNR=5";hs.;Pratteln;;;Rilke, Rainer Maria;Wunderly-Volkart, Nanny;;;
